팀,이름,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
SSG,오준혁,-0.21,143,278,255,29,64,11,0,5,90,29,0,3,20,1,1,64,7,1,0.7170000000000001,0.891,1.0310000000000001,1.9220000000000002,0.891,215.8,-0.21,-0.64
SSG,오태곤,1.78,306,751,682,124,177,36,1,18,269,88,34,14,41,14,1,151,11,10,0.788,0.9490000000000001,1.197,2.145,0.974,270.2,1.78,-0.2
SSG,윤석민,-0.46,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,0.192,0.211,0.342,0.553,0.242,30.9,-0.46,-0.34
SSG,이재원,1.1,292,843,727,74,164,27,0,9,218,79,1,2,73,19,8,115,39,18,0.666,0.9199999999999999,0.888,1.8079999999999998,0.8420000000000001,184.8,1.1,-2.89
SSG,이정범,0.36,19,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0,0.254,0.333,0.475,0.808,0.368,115.6,0.36,-0.13
SSG,이현석,0.020000000000000018,97,198,180,14,39,7,0,6,64,26,1,0,8,3,0,59,4,5,0.444,0.526,0.738,1.2650000000000001,0.56,113.3,0.020000000000000018,-0.6900000000000001
SSG,이홍구,-0.39,23,53,48,3,9,1,0,1,13,3,0,0,3,1,0,16,3,0,0.188,0.245,0.271,0.516,0.242,31.3,-0.39,-0.41
SSG,이흥련,0.29,159,331,296,25,66,6,0,6,90,34,0,0,23,7,0,81,11,5,0.611,0.853,0.8320000000000001,1.685,0.801,153.6,0.29,-0.85
SSG,전의산,1.0,77,266,241,36,60,15,1,13,116,45,0,0,24,0,3,84,6,0,0.249,0.316,0.481,0.797,0.353,114.0,1.0,0.2
SSG,정의윤,-0.9,138,381,352,34,83,7,1,8,116,44,0,1,23,1,2,75,12,0,0.471,0.5609999999999999,0.6639999999999999,1.225,0.565,119.19999999999999,-0.9,-1.02
SSG,정진기,-0.22,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,0.238,0.279,0.333,0.613,0.27,51.2,-0.22,-0.03
SSG,정현,-0.53,89,128,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0.152,0.24,0.241,0.481,0.227,22.0,-0.53,-0.61
SSG,채태인,0.85,71,189,160,11,45,5,0,7,71,24,0,0,29,0,2,33,4,0,0.281,0.392,0.444,0.835,0.38,121.5,0.85,-0.39
SSG,최경모,0.12,98,75,73,16,22,2,0,0,24,4,2,0,1,0,0,18,1,1,0.301,0.311,0.329,0.64,0.296,79.6,0.12,-0.31
SSG,최정,16.21,388,1613,1302,262,353,60,1,94,697,283,28,14,225,61,7,296,22,1,0.8140000000000001,1.188,1.605,2.793,1.24,440.1,16.21,13.64
SSG,최주환,2.88,213,803,704,86,167,30,2,27,282,108,2,1,82,13,6,139,12,0,0.46699999999999997,0.641,0.7909999999999999,1.433,0.659,190.3,2.88,-0.9299999999999999
SSG,최준우,-0.18,66,207,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,0.236,0.307,0.308,0.615,0.285,60.3,-0.18,-0.59
SSG,최지훈,7.290000000000001,407,1694,1497,234,414,70,15,16,562,133,75,19,136,20,0,228,17,28,0.8240000000000001,1.022,1.1139999999999999,2.138,0.986,286.1,7.290000000000001,-0.9299999999999997
SSG,최항,0.84,81,234,201,26,54,5,1,2,67,22,2,0,27,3,2,43,7,1,0.54,0.714,0.666,1.381,0.653,179.5,0.84,-0.33999999999999997
SSG,추신수,6.27,249,1079,870,161,228,39,3,37,384,127,40,14,174,25,5,223,14,2,0.524,0.7909999999999999,0.881,1.673,0.774,267.20000000000005,6.27,6.6
SSG,크론,-0.2,67,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,0.222,0.255,0.42,0.675,0.3,78.7,-0.2,-0.75
SSG,하재훈,0.14,60,114,107,18,23,6,1,6,49,13,1,0,4,1,0,40,0,0,0.215,0.246,0.458,0.704,0.308,83.3,0.14,-0.43
SSG,한유섬,9.11,332,1295,1093,168,292,56,2,67,553,226,4,1,156,32,11,282,27,1,0.791,1.1099999999999999,1.52,2.629,1.169,394.7,9.11,6.0
SSG,화이트,-0.06,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0.136,0.367,0.318,0.685,0.337,92.6,-0.06,0.02
kt,강민국,-0.62,99,170,152,18,35,5,0,0,40,13,0,1,10,0,0,26,1,8,0.46799999999999997,0.5640000000000001,0.5409999999999999,1.105,0.51,80.3,-0.62,-0.48
kt,강백호,11.11,333,1465,1253,195,402,88,2,45,629,220,17,7,192,6,21,222,20,1,0.9219999999999999,1.173,1.436,2.609,1.176,403.5,11.11,9.07
kt,강현우,0.04,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0,0.2,0.25,0.367,0.617,0.276,54.0,0.04,0.02
kt,권동진,0.13,132,125,104,30,22,6,1,1,33,10,7,3,19,0,0,46,0,2,0.39,0.571,0.59,1.1600000000000001,0.545,112.30000000000001,0.13,-0.29000000000000004
kt,김건형,-0.03,11,39,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0.212,0.333,0.242,0.576,0.283,60.4,-0.03,0.06
kt,김민혁,0.8099999999999999,315,881,766,104,213,21,6,6,264,73,20,16,79,6,2,131,17,26,0.839,1.055,1.061,2.116,0.976,272.4,0.8099999999999999,1.07
kt,김병희,0.8399999999999999,75,154,125,24,30,5,0,6,53,19,3,3,20,6,0,40,2,2,0.497,0.757,0.917,1.674,0.75,252.8,0.8399999999999999,0.7300000000000001
kt,김준태,1.82,98,270,231,28,63,16,1,4,93,27,2,0,33,0,1,77,4,3,0.273,0.36,0.403,0.762,0.348,113.0,1.82,0.54
kt,김태훈,-0.22,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0.23,0.256,0.333,0.589,0.271,52.0,-0.22,0.21
kt,라모스,0.21,18,80,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,0.25,0.304,0.417,0.721,0.323,96.5,0.21,-0.16
kt,로하스,7.76,142,628,550,116,192,39,1,47,374,135,0,1,65,5,5,132,11,0,0.349,0.417,0.68,1.097,0.467,180.5,7.76,7.29
kt,문상철,0.28,155,329,298,43,71,12,2,12,123,45,3,1,22,4,0,93,7,3,0.6950000000000001,0.869,1.206,2.075,0.937,246.7,0.28,-2.09
kt,박경수,1.4800000000000002,337,865,729,70,157,30,0,25,262,102,0,2,106,13,4,242,24,9,0.593,0.916,0.994,1.91,0.888,213.0,1.4800000000000002,-2.34
kt,박병호,3.85,124,487,429,72,118,17,0,35,240,98,5,3,40,12,3,131,7,0,0.275,0.349,0.559,0.909,0.399,147.8,3.85,3.71
kt,박승욱,0.34,97,128,110,23,29,3,2,1,39,10,5,1,11,4,0,37,1,2,0.264,0.349,0.355,0.704,0.327,87.0,0.34,-0.37
kt,배정대,9.15,432,1785,1551,237,421,72,6,31,598,189,60,24,187,21,2,400,20,13,0.8140000000000001,1.064,1.154,2.219,1.031,308.1,9.15,-0.2800000000000001
kt,송민섭,-0.31,355,187,152,77,29,2,3,1,40,15,19,6,22,1,0,53,0,11,0.585,0.899,0.809,1.709,0.783,144.29999999999998,-0.31,-0.3
kt,신본기,-0.20999999999999996,170,343,294,34,63,11,0,2,80,27,1,3,32,6,0,72,11,9,0.419,0.589,0.532,1.121,0.535,107.30000000000001,-0.20999999999999996,-2.27
kt,심우준,3.2,415,1444,1271,188,314,44,7,13,411,133,74,19,112,8,0,238,20,37,0.743,0.9299999999999999,0.973,1.902,0.876,205.5,3.2,-3.87
kt,알몬테,0.57,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,0.272,0.337,0.406,0.744,0.347,102.5,0.57,-0.46
kt,알포드,2.47,80,323,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,0.286,0.362,0.509,0.871,0.387,139.7,2.47,2.04
kt,오윤석,1.43,175,459,381,37,91,17,0,8,132,48,4,1,54,8,0,95,11,10,0.487,0.7150000000000001,0.7010000000000001,1.416,0.6599999999999999,192.2,1.43,-0.44999999999999996
kt,오태곤,-0.01,40,55,50,7,11,1,1,0,14,5,1,0,1,4,0,16,2,0,0.22,0.291,0.28,0.571,0.275,54.0,-0.01,0.01
kt,유한준,2.5,223,764,667,78,195,33,0,16,276,106,1,0,84,7,7,85,21,1,0.5900000000000001,0.758,0.829,1.587,0.734,229.7,2.5,2.1
kt,이홍구,-0.41,63,101,91,6,16,1,0,3,26,12,0,0,5,2,1,38,4,2,0.358,0.483,0.607,1.09,0.48,62.8,-0.41,-0.62
kt,장성우,7.34,374,1335,1147,133,294,39,0,45,468,197,2,2,150,6,5,212,43,20,0.769,1.0270000000000001,1.226,2.253,1.021,304.5,7.34,2.37
kt,장준원,0.23,35,63,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0.246,0.283,0.439,0.722,0.31,86.8,0.23,0.12
kt,조용호,4.53,401,1528,1311,196,368,47,5,3,434,124,29,16,187,8,4,242,17,12,0.84,1.115,0.988,2.1029999999999998,1.009,293.2,4.53,4.04
kt,천성호,-0.06,107,124,111,22,26,4,0,0,30,5,2,1,10,3,0,24,0,0,0.489,0.6479999999999999,0.556,1.203,0.593,136.3,-0.06,-0.15999999999999998
kt,허도환,0.52,114,187,158,10,43,7,0,2,56,26,0,0,14,4,0,43,5,11,0.54,0.7,0.673,1.374,0.631,160.39999999999998,0.52,0.75
kt,호잉,0.76,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,0.239,0.313,0.417,0.73,0.332,93.5,0.76,-0.01
kt,홍현빈,-0.04,61,92,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0.237,0.326,0.263,0.589,0.271,60.2,-0.04,-0.77
kt,황재균,10.71,392,1688,1513,241,437,75,10,41,655,217,28,13,146,13,6,289,40,6,0.865,1.063,1.292,2.355,1.075,337.6,10.71,3.02
두산,강승호,3.28,247,827,745,101,189,44,3,17,290,99,21,7,51,9,1,178,16,14,0.503,0.611,0.774,1.385,0.627,182.3,3.28,-0.4
두산,강진성,-0.26,40,94,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0.163,0.28,0.225,0.505,0.245,46.2,-0.26,-0.49
두산,국해성,-0.14,46,94,86,10,20,1,0,3,30,17,1,1,6,1,2,21,2,0,0.233,0.287,0.349,0.636,0.282,64.4,-0.14,-0.04
두산,권민석,-0.07,55,57,50,6,13,2,0,0,15,7,1,0,3,0,0,15,0,2,0.26,0.291,0.3,0.591,0.266,49.2,-0.07,-0.45
두산,김대한,0.5,51,110,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,0.24,0.315,0.448,0.763,0.339,115.5,0.5,-0.09
두산,김민혁,0.79,38,97,88,11,25,2,0,5,42,16,0,0,7,2,0,25,6,0,0.284,0.351,0.477,0.828,0.377,142.7,0.79,0.11
두산,김인태,3.2199999999999998,293,807,663,91,164,26,1,14,234,84,1,2,124,8,1,127,19,7,0.708,1.109,1.012,2.121,1.017,313.9,3.2199999999999998,2.6
두산,김재호,1.9,311,972,835,97,208,30,1,4,252,84,7,5,102,8,1,112,29,15,0.713,0.973,0.868,1.8399999999999999,0.8760000000000001,214.1,1.9,-3.73
두산,김재환,12.71,405,1696,1438,232,378,73,4,80,699,287,10,4,233,10,10,414,28,0,0.788,1.096,1.456,2.552,1.146,414.09999999999997,12.71,5.35
두산,류지혁,0.42,20,31,24,10,10,2,0,1,15,4,0,1,1,3,0,5,1,1,0.417,0.467,0.625,1.092,0.457,180.6,0.42,0.2
두산,박건우,8.4,255,1076,945,185,297,71,2,20,432,133,21,2,92,23,4,137,25,3,0.629,0.769,0.913,1.682,0.769,265.0,8.4,3.3099999999999996
두산,박계범,2.08,195,553,467,65,118,20,1,7,161,60,9,6,56,12,1,108,9,13,0.488,0.6579999999999999,0.6739999999999999,1.3319999999999999,0.617,171.2,2.08,-0.29000000000000004
두산,박세혁,3.3,348,1095,948,105,236,43,3,7,306,122,11,7,90,23,1,159,17,20,0.736,0.964,0.95,1.914,0.896,229.0,3.3,-1.25
두산,안권수,0.7399999999999999,231,355,318,70,91,7,3,0,104,27,8,5,31,1,0,48,7,4,0.8049999999999999,0.957,0.899,1.8569999999999998,0.8700000000000001,205.2,0.7399999999999999,-0.9299999999999999
두산,안승한,0.32,30,39,36,5,12,3,0,0,15,8,0,0,2,0,0,12,0,1,0.333,0.368,0.417,0.785,0.356,122.1,0.32,0.21
두산,안재석,0.81,195,488,435,50,101,18,2,5,138,31,5,0,35,8,1,124,9,4,0.46799999999999997,0.5980000000000001,0.639,1.236,0.581,145.6,0.81,-1.9
두산,양석환,4.67,240,992,894,124,232,36,1,48,414,147,3,3,74,16,5,237,13,0,0.517,0.646,0.921,1.568,0.7070000000000001,243.3,4.67,1.98
두산,양찬열,0.43,41,94,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0.244,0.333,0.402,0.736,0.337,113.1,0.43,0.38
두산,오재원,-0.46,148,284,256,33,53,12,1,5,82,36,13,7,23,0,0,76,7,1,0.571,0.723,0.836,1.559,0.725,115.10000000000001,-0.46,-1.5
두산,오재일,3.57,127,534,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,0.312,0.39,0.482,0.872,0.394,138.8,3.57,1.35
두산,이유찬,0.44,114,139,118,33,30,2,1,1,37,8,14,5,14,2,0,37,2,3,0.499,0.601,0.6479999999999999,1.249,0.5720000000000001,137.8,0.44,-0.3
두산,장승현,0.44999999999999996,152,320,273,24,61,13,0,2,80,36,0,0,24,12,0,77,4,9,0.44,0.6060000000000001,0.562,1.167,0.554,126.1,0.44999999999999996,-1.0899999999999999
두산,전민재,0.12,35,46,45,11,13,1,0,0,14,0,3,0,0,0,0,12,3,1,0.289,0.289,0.311,0.6,0.275,64.5,0.12,-0.11
두산,정상호,-0.68,42,92,86,3,14,6,0,0,20,8,0,0,2,0,0,29,4,3,0.163,0.18,0.233,0.412,0.182,-4.8,-0.68,-1.24
두산,정수빈,5.55,372,1365,1208,192,332,48,16,11,445,137,42,21,123,6,5,162,19,17,0.8160000000000001,1.017,1.101,2.118,0.976,281.2,5.55,2.2199999999999998
두산,조수행,1.27,276,278,241,82,62,6,2,2,78,21,46,13,28,4,0,63,5,3,0.784,1.014,0.9430000000000001,1.956,0.934,250.89999999999998,1.27,-0.12
두산,최용제,0.76,107,168,148,16,42,3,1,0,47,24,0,0,15,2,0,29,2,2,0.5740000000000001,0.71,0.649,1.359,0.647,174.7,0.76,0.78
두산,최주환,4.0,140,573,508,63,155,29,4,16,240,86,2,2,48,6,5,66,7,1,0.305,0.365,0.472,0.838,0.372,123.6,4.0,1.7
두산,페르난데스,9.3,424,1835,1634,229,526,81,0,42,733,263,0,3,158,21,4,122,85,0,0.964,1.1480000000000001,1.34,2.4859999999999998,1.1440000000000001,401.7,9.3,5.3
두산,허경민,8.91,374,1498,1337,190,400,72,2,20,536,177,29,16,107,29,6,103,43,8,0.899,1.081,1.205,2.286,1.055,339.1,8.91,2.5700000000000003
롯데,강로한,-0.17,21,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0,0.121,0.171,0.303,0.475,0.215,15.3,-0.17,0.06
롯데,강태율,-0.72,38,69,58,1,5,2,0,1,10,8,0,1,6,1,0,19,3,3,0.17099999999999999,0.365,0.356,0.72,0.346,-20.200000000000003,-0.72,-1.0
롯데,고승민,1.95,92,262,234,31,74,15,1,5,106,30,1,4,25,0,0,47,6,2,0.316,0.381,0.453,0.834,0.381,134.4,1.95,1.34
롯데,김동한,-0.24,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0.221,0.274,0.294,0.568,0.268,47.6,-0.24,-0.64
롯데,김민수,0.19,140,380,339,28,84,17,1,3,112,36,0,1,27,7,0,110,6,6,0.498,0.632,0.6519999999999999,1.284,0.604,151.5,0.19,-1.1400000000000001
롯데,김재유,1.04,155,325,290,47,80,9,0,2,95,27,17,2,22,7,0,71,3,6,0.546,0.6839999999999999,0.6439999999999999,1.3279999999999998,0.631,161.8,1.04,0.62
롯데,김준태,1.27,175,500,417,55,92,17,2,9,140,58,2,2,73,2,0,99,7,3,0.432,0.657,0.687,1.344,0.635,164.3,1.27,-0.08
롯데,나승엽,-0.21,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,0.204,0.289,0.274,0.563,0.276,55.7,-0.21,-0.56
롯데,렉스,2.3,56,251,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,0.33,0.41,0.495,0.906,0.411,156.3,2.3,1.32
롯데,마차도,5.8,278,1099,952,162,266,52,2,17,373,125,23,6,112,12,3,125,28,8,0.559,0.715,0.7829999999999999,1.4969999999999999,0.692,200.8,5.8,1.0499999999999998
롯데,민병헌,-0.8699999999999999,123,391,351,47,80,15,0,2,101,25,10,7,27,5,1,73,14,6,0.42300000000000004,0.583,0.5529999999999999,1.1360000000000001,0.54,101.0,-0.8699999999999999,-2.4400000000000004
롯데,박승욱,-0.13,100,228,198,29,45,7,2,1,59,16,8,2,16,2,0,69,1,12,0.227,0.292,0.298,0.59,0.266,55.6,-0.13,-0.61
롯데,배성근,-0.33999999999999997,101,150,132,24,24,5,0,1,32,9,1,0,16,0,0,48,4,2,0.33199999999999996,0.479,0.43400000000000005,0.913,0.44399999999999995,45.0,-0.33999999999999997,-0.8799999999999999
롯데,손아섭,8.26,280,1221,1082,186,363,72,2,14,481,143,16,6,122,5,7,123,24,4,0.671,0.8049999999999999,0.89,1.694,0.782,259.0,8.26,6.550000000000001
롯데,신본기,0.04,81,123,106,18,23,1,0,2,30,12,1,0,14,1,0,22,3,1,0.217,0.312,0.283,0.595,0.285,60.7,0.04,-0.3
롯데,신용수,0.51,120,209,187,31,47,9,4,3,73,13,6,2,15,4,0,35,2,2,0.496,0.624,0.802,1.426,0.655,186.39999999999998,0.51,-0.44
롯데,안중열,0.93,91,241,196,27,40,5,0,5,60,18,0,1,38,3,0,44,3,3,0.387,0.6559999999999999,0.583,1.2389999999999999,0.603,154.4,0.93,-0.15000000000000002
롯데,안치홍,8.7,375,1512,1326,178,387,85,5,32,578,194,24,11,138,15,8,157,34,17,0.8759999999999999,1.084,1.307,2.392,1.0819999999999999,340.6,8.7,2.22
롯데,오윤석,1.58,97,273,237,40,66,14,1,6,100,37,4,1,31,2,1,68,4,1,0.53,0.6910000000000001,0.843,1.533,0.7,204.6,1.58,-0.44
롯데,이대호,5.7,401,1667,1502,159,457,61,0,62,704,292,1,0,130,12,19,174,59,0,0.909,1.075,1.4020000000000001,2.4770000000000003,1.113,363.59999999999997,5.7,5.96
롯데,이병규,1.1099999999999999,82,237,198,32,53,4,0,9,84,36,0,0,36,2,0,69,7,0,0.509,0.776,0.698,1.476,0.716,218.3,1.1099999999999999,0.9
롯데,이학주,-0.4,91,260,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,0.207,0.263,0.302,0.565,0.256,49.3,-0.4,-1.92
롯데,이호연,-0.16,88,222,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0.244,0.289,0.332,0.621,0.283,67.7,-0.16,-1.79
롯데,장두성,0.13,43,41,36,12,8,2,1,0,12,4,4,2,5,0,0,12,0,0,0.222,0.317,0.333,0.65,0.312,78.4,0.13,-0.17
롯데,전준우,11.09,407,1764,1584,256,492,111,2,44,739,256,17,11,140,16,1,223,45,4,0.931,1.1019999999999999,1.396,2.498,1.135,375.0,11.09,7.029999999999999
롯데,정보근,-2.1,180,378,332,17,58,4,0,1,65,20,1,0,25,3,0,87,11,16,0.34099999999999997,0.469,0.381,0.851,0.405,20.200000000000003,-2.1,-3.54
롯데,정훈,4.890000000000001,337,1377,1190,181,335,54,2,28,477,169,23,3,156,9,8,240,20,9,0.832,1.079,1.168,2.248,1.038,311.20000000000005,4.890000000000001,2.02
롯데,조세진,-0.76,39,88,86,6,16,3,0,0,19,6,0,1,1,0,0,25,4,1,0.186,0.195,0.221,0.416,0.192,5.7,-0.76,-0.64
롯데,지시완,1.52,148,386,340,39,77,16,0,10,123,43,0,0,34,7,1,109,13,4,0.45399999999999996,0.619,0.727,1.345,0.623,165.1,1.52,-0.3
롯데,추재현,0.5,128,366,320,47,79,19,0,5,113,31,5,3,33,8,0,74,4,5,0.476,0.654,0.659,1.313,0.625,165.89999999999998,0.5,-1.06
롯데,피터스,1.18,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,0.228,0.299,0.402,0.701,0.319,93.7,1.18,1.09
