순위,이름,팀,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
284,김도환,20삼C, -0.08 , 34 , 49 , 41 , 2 , 9 , 2 , 0 , 0 , 11 , 9 , 0 , 0 , 5 , 0 , 0 , 16 , 0 , 1 , 2 , .220 , .292 , .268 , .560 , .262 , 46.9 , -0.08 , -0.32 
285,최진행,20한DH, -0.08 , 84 , 240 , 214 , 23 , 50 , 5 , 0 , 8 , 79 , 30 , 0 , 0 , 18 , 5 , 0 , 59 , 11 , 0 , 3 , .234 , .304 , .369 , .673 , .309 , 78.1 , -0.08 , -0.59 
286,백승현,20L3B, -0.09 , 27 , 39 , 28 , 5 , 7 , 1 , 0 , 0 , 8 , 2 , 0 , 0 , 4 , 1 , 0 , 8 , 0 , 6 , 0 , .250 , .364 , .286 , .649 , .273 , 54.4 , -0.09 , -0.17 
287,심우준,20KSS, -0.09 , 144 , 535 , 476 , 58 , 112 , 16 , 3 , 3 , 143 , 51 , 35 , 11 , 37 , 2 , 0 , 98 , 7 , 16 , 4 , .235 , .291 , .300 , .591 , .271 , 50.2 , -0.09 , -2.65 
288,황윤호,20K3B, -0.09 , 25 , 73 , 70 , 5 , 17 , 3 , 0 , 0 , 20 , 5 , 2 , 0 , 3 , 0 , 0 , 10 , 3 , 0 , 0 , .243 , .274 , .286 , .560 , .264 , 46.3 , -0.09 , -1.18 
289,이원재,20N1B, -0.09 , 73 , 146 , 132 , 15 , 34 , 5 , 2 , 4 , 55 , 17 , 1 , 0 , 11 , 0 , 1 , 26 , 3 , 2 , 1 , .258 , .313 , .417 , .729 , .321 , 82.5 , -0.09 , -0.45 
290,오준혁,20SLF, -0.09 , 70 , 161 , 148 , 19 , 40 , 7 , 0 , 3 , 56 , 18 , 0 , 3 , 11 , 1 , 1 , 34 , 1 , 0 , 1 , .270 , .323 , .378 , .701 , .320 , 83.7 , -0.09 , 0.08 
291,김준완,20NRF, -0.10 , 45 , 75 , 65 , 8 , 14 , 1 , 0 , 1 , 18 , 5 , 0 , 0 , 10 , 0 , 0 , 9 , 3 , 0 , 0 , .215 , .320 , .277 , .597 , .292 , 65.2 , -0.10 , -0.29 
292,이정훈,20KC, -0.10 , 3 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.10 , -0.06 
293,박상언,20한C, -0.10 , 38 , 47 , 46 , 4 , 10 , 3 , 0 , 0 , 13 , 2 , 0 , 0 , 0 , 1 , 0 , 16 , 1 , 0 , 0 , .217 , .234 , .283 , .517 , .239 , 32.6 , -0.10 , -0.28 
294,정근우,20L2B, -0.10 , 72 , 177 , 154 , 23 , 37 , 4 , 0 , 1 , 44 , 14 , 7 , 2 , 17 , 2 , 1 , 23 , 4 , 3 , 1 , .240 , .322 , .286 , .608 , .287 , 64.4 , -0.10 , 0.10 
295,김성표,20삼CF, -0.10 , 15 , 8 , 8 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .125 , .125 , .125 , .250 , .118 , -48.0 , -0.10 , 0.03 
296,오명진,20두, -0.10 , 5 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.10 , -0.26 
297,김회성,20한1B, -0.10 , 15 , 25 , 18 , 1 , 3 , 1 , 0 , 0 , 4 , 1 , 0 , 0 , 3 , 1 , 0 , 6 , 2 , 2 , 1 , .167 , .304 , .222 , .527 , .245 , 35.9 , -0.10 , -0.22 
298,정기훈,20한3B, -0.12 , 29 , 36 , 31 , 9 , 5 , 2 , 0 , 0 , 7 , 2 , 0 , 1 , 3 , 2 , 0 , 15 , 0 , 0 , 0 , .161 , .278 , .226 , .504 , .254 , 41.7 , -0.12 , -0.34 
299,김민수,20삼C, -0.12 , 17 , 26 , 23 , 3 , 4 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 6 , 0 , 1 , 0 , .174 , .240 , .174 , .414 , .201 , 7.0 , -0.12 , -0.23 
300,김수환,20키1B, -0.13 , 9 , 12 , 11 , 1 , 2 , 1 , 0 , 0 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 5 , 1 , 0 , 0 , .182 , .250 , .273 , .523 , .247 , 37.2 , -0.13 , -0.45 
301,백승민,20삼1B, -0.13 , 7 , 12 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 2 , 0 , 2 , 0 , 0 , 0 , .000 , .250 , .000 , .250 , .188 , -4.1 , -0.13 , 0.02 
302,오선진,20한SS, -0.13 , 93 , 222 , 197 , 17 , 46 , 4 , 0 , 2 , 56 , 17 , 0 , 1 , 16 , 3 , 0 , 39 , 10 , 6 , 0 , .234 , .301 , .284 , .585 , .274 , 55.6 , -0.13 , -1.03 
303,김성욱,20NRF, -0.14 , 104 , 225 , 195 , 32 , 43 , 4 , 1 , 8 , 73 , 26 , 12 , 5 , 17 , 4 , 0 , 40 , 0 , 7 , 2 , .221 , .294 , .374 , .668 , .295 , 65.5 , -0.14 , -0.13 
304,주효상,20키C, -0.14 , 63 , 101 , 84 , 6 , 16 , 4 , 0 , 0 , 20 , 7 , 0 , 0 , 13 , 0 , 0 , 26 , 0 , 3 , 1 , .190 , .296 , .238 , .534 , .257 , 43.7 , -0.14 , 0.07 
305,국해성,20두RF, -0.14 , 46 , 94 , 86 , 10 , 20 , 1 , 0 , 3 , 30 , 17 , 1 , 1 , 6 , 1 , 2 , 21 , 2 , 0 , 1 , .233 , .287 , .349 , .636 , .282 , 64.4 , -0.14 , -0.04 
306,박찬도,20삼LF, -0.15 , 51 , 116 , 96 , 20 , 21 , 5 , 0 , 1 , 29 , 8 , 5 , 1 , 15 , 1 , 1 , 22 , 2 , 2 , 2 , .219 , .325 , .302 , .627 , .292 , 65.2 , -0.15 , -0.62 
307,김민준,20SLF, -0.15 , 12 , 5 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.15 , 0.12 
308,최재원,20LCF, -0.15 , 6 , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.15 , -0.07 
309,박주홍,20키DH, -0.16 , 13 , 25 , 24 , 0 , 6 , 2 , 0 , 0 , 8 , 1 , 0 , 1 , 1 , 0 , 0 , 10 , 0 , 0 , 0 , .250 , .280 , .333 , .613 , .283 , 60.9 , -0.16 , -0.15 
310,김민혁,20KLF, -0.16 , 108 , 249 , 222 , 35 , 53 , 5 , 2 , 5 , 77 , 25 , 8 , 4 , 22 , 2 , 0 , 42 , 4 , 2 , 1 , .239 , .312 , .347 , .659 , .304 , 73.1 , -0.16 , 0.86 
311,장운호,20한RF, -0.16 , 24 , 29 , 27 , 5 , 4 , 1 , 0 , 1 , 8 , 4 , 0 , 0 , 2 , 0 , 0 , 9 , 0 , 0 , 0 , .148 , .207 , .296 , .503 , .228 , 24.0 , -0.16 , 0.06 
312,김지수,20한LF, -0.17 , 14 , 26 , 25 , 2 , 4 , 0 , 0 , 1 , 7 , 4 , 0 , 0 , 1 , 0 , 0 , 7 , 0 , 0 , 0 , .160 , .192 , .280 , .472 , .213 , 14.6 , -0.17 , -0.15 
313,박한결,20한SS, -0.17 , 13 , 24 , 20 , 5 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 8 , 2 , 2 , 0 , .150 , .227 , .150 , .377 , .179 , -7.3 , -0.17 , -0.44 
314,이홍구,20SKC, -0.17 , 49 , 96 , 84 , 5 , 16 , 2 , 0 , 3 , 27 , 8 , 0 , 0 , 6 , 3 , 0 , 26 , 3 , 2 , 1 , .190 , .266 , .321 , .587 , .266 , 47.1 , -0.17 , -0.55 
315,김병희,20K3B, -0.18 , 29 , 22 , 21 , 4 , 3 , 0 , 0 , 1 , 6 , 2 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 1 , .143 , .136 , .286 , .422 , .175 , -10.9 , -0.18 , -0.19 
316,최준우,20S2B, -0.18 , 66 , 207 , 182 , 23 , 43 , 4 , 0 , 3 , 56 , 14 , 1 , 1 , 19 , 0 , 0 , 28 , 3 , 5 , 1 , .236 , .307 , .308 , .615 , .285 , 60.3 , -0.18 , -0.59 
317,박준영,20NSS, -0.18 , 32 , 51 , 46 , 4 , 7 , 4 , 0 , 0 , 11 , 3 , 1 , 0 , 2 , 3 , 0 , 17 , 2 , 0 , 0 , .152 , .235 , .239 , .474 , .230 , 24.6 , -0.18 , -0.25 
318,송광민,20한3B, -0.19 , 94 , 298 , 277 , 31 , 65 , 12 , 0 , 9 , 104 , 43 , 0 , 0 , 14 , 3 , 1 , 69 , 17 , 1 , 3 , .235 , .276 , .375 , .652 , .291 , 66.5 , -0.19 , -1.29 
319,김재현,20SLF, -0.19 , 8 , 14 , 14 , 3 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .143 , .143 , .143 , .286 , .135 , -37.6 , -0.19 , -0.06 
320,송우현,20키RF, -0.20 , 14 , 15 , 12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 4 , 0 , 0 , 0 , .000 , .200 , .000 , .200 , .149 , -28.5 , -0.20 , -0.16 
321,문선재,20KRF, -0.20 , 15 , 6 , 6 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .167 , .167 , .167 , .333 , .157 , -24.3 , -0.20 , -0.06 
322,이택근,20키LF, -0.21 , 20 , 64 , 57 , 5 , 11 , 5 , 0 , 0 , 16 , 7 , 0 , 0 , 7 , 0 , 0 , 21 , 1 , 0 , 0 , .193 , .281 , .281 , .562 , .269 , 51.6 , -0.21 , -0.11 
323,채현우,20SLF, -0.21 , 16 , 24 , 23 , 2 , 3 , 1 , 0 , 0 , 4 , 0 , 3 , 0 , 1 , 0 , 0 , 8 , 2 , 0 , 0 , .130 , .167 , .174 , .341 , .163 , -18.7 , -0.21 , -0.13 
324,서호철,20N3B, -0.21 , 2 , 8 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.21 , -0.05 
325,장진혁,20한RF, -0.21 , 19 , 37 , 32 , 2 , 5 , 0 , 1 , 0 , 7 , 1 , 2 , 1 , 5 , 0 , 0 , 6 , 0 , 0 , 0 , .156 , .270 , .219 , .489 , .244 , 36.7 , -0.21 , -0.21 
326,김경호,20SLF, -0.21 , 56 , 110 , 105 , 17 , 30 , 3 , 1 , 0 , 35 , 9 , 1 , 4 , 3 , 0 , 0 , 16 , 2 , 1 , 1 , .286 , .303 , .333 , .636 , .292 , 67.2 , -0.21 , -0.88 
327,추재현,20롯CF, -0.22 , 13 , 28 , 24 , 3 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 4 , 0 , 0 , 8 , 0 , 0 , 0 , .125 , .250 , .125 , .375 , .206 , 9.1 , -0.22 , -0.30 
328,배성근,20롯SS, -0.22 , 4 , 7 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .000 , .000 , .000 , .000 , .000 , -126.0 , -0.22 , -0.18 
329,이우성,20KLF, -0.22 , 48 , 67 , 59 , 5 , 12 , 1 , 0 , 0 , 13 , 3 , 1 , 0 , 6 , 2 , 0 , 11 , 2 , 0 , 0 , .203 , .299 , .220 , .519 , .262 , 45.2 , -0.22 , -0.31 
330,정진기,20SRF, -0.22 , 50 , 140 , 126 , 14 , 30 , 2 , 2 , 2 , 42 , 15 , 7 , 1 , 7 , 1 , 1 , 34 , 2 , 4 , 2 , .238 , .279 , .333 , .613 , .270 , 51.2 , -0.22 , -0.03 
331,김응민,20삼C, -0.23 , 45 , 85 , 76 , 7 , 17 , 1 , 0 , 0 , 18 , 5 , 0 , 0 , 5 , 1 , 0 , 22 , 1 , 3 , 0 , .224 , .281 , .237 , .517 , .245 , 35.6 , -0.23 , 0.05 
332,송민섭,20KRF, -0.24 , 114 , 51 , 41 , 21 , 8 , 1 , 1 , 1 , 14 , 5 , 4 , 3 , 5 , 1 , 0 , 13 , 0 , 3 , 1 , .195 , .292 , .341 , .633 , .274 , 54.1 , -0.24 , -0.06 
333,김동한,20롯3B, -0.24 , 82 , 73 , 68 , 23 , 15 , 5 , 0 , 0 , 20 , 5 , 10 , 4 , 5 , 0 , 0 , 8 , 2 , 0 , 0 , .221 , .274 , .294 , .568 , .268 , 47.6 , -0.24 , -0.64 
334,천성호,20K2B, -0.25 , 66 , 77 , 69 , 9 , 14 , 3 , 0 , 0 , 17 , 1 , 1 , 1 , 7 , 1 , 0 , 15 , 0 , 0 , 0 , .203 , .286 , .246 , .532 , .261 , 44.2 , -0.25 , -0.41 
335,노태형,20한2B, -0.27 , 55 , 113 , 102 , 14 , 22 , 4 , 1 , 0 , 28 , 6 , 0 , 1 , 7 , 3 , 0 , 31 , 0 , 1 , 0 , .216 , .286 , .275 , .560 , .267 , 51.6 , -0.27 , -0.28 
336,장영석,20K3B, -0.29 , 11 , 37 , 31 , 1 , 4 , 0 , 0 , 0 , 4 , 2 , 0 , 0 , 4 , 1 , 0 , 7 , 3 , 0 , 1 , .129 , .243 , .129 , .372 , .202 , 5.5 , -0.29 , -0.58 
337,양우현,20삼2B, -0.30 , 7 , 24 , 23 , 0 , 3 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 5 , 1 , 0 , 0 , .130 , .167 , .130 , .297 , .148 , -28.0 , -0.30 , -0.33 
338,김헌곤,20삼RF, -0.31 , 97 , 283 , 254 , 26 , 63 , 8 , 0 , 3 , 80 , 34 , 7 , 5 , 22 , 3 , 0 , 31 , 7 , 1 , 3 , .248 , .312 , .315 , .627 , .295 , 67.7 , -0.31 , -1.15 
339,임종찬,20한RF, -0.33 , 52 , 119 , 108 , 5 , 25 , 5 , 0 , 1 , 33 , 12 , 0 , 1 , 9 , 1 , 0 , 38 , 2 , 1 , 0 , .231 , .297 , .306 , .602 , .283 , 61.5 , -0.33 , -0.49 
340,안권수,20두RF, -0.33 , 68 , 41 , 37 , 10 , 10 , 0 , 0 , 0 , 10 , 3 , 2 , 1 , 2 , 0 , 0 , 5 , 1 , 1 , 1 , .270 , .300 , .270 , .570 , .265 , 48.2 , -0.33 , -0.21 
341,홍종표,20K2B, -0.34 , 40 , 88 , 80 , 7 , 20 , 3 , 0 , 0 , 23 , 7 , 0 , 2 , 4 , 0 , 0 , 13 , 1 , 3 , 1 , .250 , .282 , .288 , .570 , .259 , 43.2 , -0.34 , -1.01 
342,최정용,20K2B, -0.34 , 38 , 59 , 56 , 5 , 11 , 1 , 0 , 1 , 15 , 5 , 0 , 0 , 2 , 0 , 0 , 15 , 0 , 1 , 0 , .196 , .224 , .268 , .492 , .224 , 19.9 , -0.34 , -0.04 
343,박승규,20삼RF, -0.34 , 91 , 196 , 182 , 24 , 47 , 11 , 0 , 1 , 61 , 14 , 4 , 5 , 7 , 3 , 0 , 32 , 4 , 4 , 0 , .258 , .297 , .335 , .632 , .288 , 63.6 , -0.34 , -0.48 
344,남태혁,20SDH, -0.36 , 35 , 72 , 66 , 3 , 13 , 1 , 0 , 1 , 17 , 11 , 0 , 0 , 6 , 0 , 0 , 22 , 2 , 0 , 0 , .197 , .264 , .258 , .522 , .250 , 37.4 , -0.36 , -0.38 
345,홍현빈,20KLF, -0.36 , 40 , 24 , 18 , 5 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 5 , 0 , 1 , 5 , 0 , 1 , 0 , .000 , .217 , .000 , .217 , .128 , -41.9 , -0.36 , -0.14 
346,이재원,20LRF, -0.37 , 16 , 22 , 20 , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 11 , 0 , 0 , 0 , .050 , .136 , .050 , .186 , .109 , -53.6 , -0.37 , -0.24 
347,이현석,20SC, -0.37 , 58 , 109 , 101 , 7 , 18 , 2 , 0 , 2 , 26 , 7 , 1 , 0 , 4 , 2 , 0 , 30 , 4 , 2 , 0 , .178 , .224 , .257 , .482 , .222 , 18.2 , -0.37 , -0.55 
348,김영환,20KK2B, -0.40 , 14 , 18 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 5 , 0 , 1 , 0 , .000 , .059 , .000 , .059 , .041 , -99.2 , -0.40 , -0.14 
349,구본혁,20L3B, -0.42 , 125 , 98 , 86 , 20 , 14 , 0 , 1 , 1 , 19 , 7 , 0 , 0 , 7 , 2 , 0 , 18 , 2 , 3 , 0 , .163 , .242 , .221 , .463 , .220 , 19.9 , -0.42 , -0.22 
350,모터,20키3B, -0.43 , 10 , 37 , 35 , 4 , 4 , 0 , 0 , 1 , 7 , 3 , 0 , 0 , 1 , 0 , 0 , 10 , 0 , 0 , 1 , .114 , .135 , .200 , .335 , .149 , -24.6 , -0.43 , -0.64 
351,유장혁,20한LF, -0.44 , 30 , 46 , 42 , 3 , 7 , 1 , 0 , 0 , 8 , 0 , 0 , 1 , 4 , 0 , 0 , 18 , 0 , 0 , 0 , .167 , .239 , .190 , .430 , .215 , 16.4 , -0.44 , -0.37 
352,윤석민,20S3B, -0.46 , 34 , 76 , 73 , 4 , 14 , 2 , 0 , 3 , 25 , 12 , 0 , 0 , 2 , 0 , 0 , 12 , 3 , 0 , 1 , .192 , .211 , .342 , .553 , .242 , 30.9 , -0.46 , -0.34 
353,강민국,20K2B, -0.52 , 81 , 120 , 107 , 16 , 24 , 3 , 0 , 0 , 27 , 9 , 0 , 1 , 7 , 0 , 0 , 20 , 0 , 6 , 0 , .224 , .272 , .252 , .524 , .240 , 29.7 , -0.52 , -0.31 
354,김태균,20한1B, -0.53 , 67 , 254 , 219 , 14 , 48 , 11 , 0 , 2 , 65 , 29 , 0 , 0 , 30 , 2 , 3 , 42 , 8 , 1 , 2 , .219 , .316 , .297 , .613 , .288 , 64.6 , -0.53 , -0.50 
355,정현,20SSS, -0.53 , 89 , 128 , 112 , 14 , 17 , 4 , 0 , 2 , 27 , 4 , 0 , 2 , 11 , 2 , 0 , 34 , 3 , 3 , 0 , .152 , .240 , .241 , .481 , .227 , 22.0 , -0.53 , -0.61 
356,호잉,20한RF, -0.55 , 34 , 134 , 124 , 12 , 24 , 4 , 0 , 4 , 40 , 14 , 5 , 3 , 9 , 1 , 0 , 34 , 4 , 0 , 0 , .194 , .254 , .323 , .576 , .265 , 48.8 , -0.55 , -0.50 
357,김규민,20키LF, -0.56 , 54 , 111 , 101 , 13 , 21 , 2 , 1 , 1 , 28 , 6 , 1 , 0 , 5 , 1 , 0 , 24 , 3 , 3 , 1 , .208 , .250 , .277 , .527 , .240 , 31.9 , -0.56 , -1.13 
358,이시원,20한CF, -0.58 , 37 , 39 , 38 , 5 , 4 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 1 , 0 , 14 , 0 , 0 , 0 , .105 , .128 , .105 , .234 , .116 , -48.3 , -0.58 , -0.58 
359,허일,20롯RF, -0.59 , 60 , 95 , 84 , 5 , 15 , 4 , 0 , 1 , 22 , 6 , 0 , 0 , 8 , 1 , 0 , 29 , 4 , 2 , 0 , .179 , .258 , .262 , .520 , .244 , 32.8 , -0.59 , -0.46 
360,팔카,20삼DH, -0.66 , 51 , 217 , 196 , 17 , 41 , 7 , 0 , 8 , 72 , 23 , 2 , 0 , 18 , 0 , 0 , 58 , 5 , 0 , 3 , .209 , .272 , .367 , .639 , .288 , 60.3 , -0.66 , -0.64 
361,정상호,20두C, -0.68 , 42 , 92 , 86 , 3 , 14 , 6 , 0 , 0 , 20 , 8 , 0 , 0 , 2 , 0 , 0 , 29 , 4 , 3 , 1 , .163 , .180 , .233 , .412 , .182 , -4.8 , -0.68 , -1.24 
362,이재원,20SC, -0.68 , 80 , 251 , 222 , 18 , 41 , 8 , 0 , 2 , 55 , 21 , 0 , 0 , 19 , 6 , 3 , 24 , 12 , 3 , 1 , .185 , .266 , .248 , .514 , .241 , 31.8 , -0.68 , -1.48 
363,민병헌,20롯CF, -0.69 , 109 , 342 , 309 , 42 , 72 , 12 , 0 , 2 , 90 , 23 , 10 , 6 , 21 , 5 , 1 , 62 , 12 , 5 , 2 , .233 , .291 , .291 , .582 , .271 , 50.8 , -0.69 , -2.24 
364,이상호,20N2B, -0.69 , 82 , 65 , 61 , 18 , 8 , 1 , 0 , 0 , 9 , 4 , 6 , 4 , 3 , 0 , 0 , 5 , 2 , 1 , 0 , .131 , .172 , .148 , .319 , .155 , -24.0 , -0.69 , -0.64 
365,최인호,20한LF, -0.73 , 47 , 135 , 127 , 8 , 30 , 0 , 0 , 0 , 30 , 8 , 0 , 0 , 4 , 1 , 0 , 34 , 3 , 1 , 2 , .236 , .261 , .236 , .497 , .237 , 31.9 , -0.73 , -1.14 
366,정의윤,20SDH, -0.77 , 76 , 203 , 187 , 13 , 45 , 5 , 1 , 1 , 55 , 20 , 0 , 1 , 12 , 1 , 1 , 38 , 7 , 0 , 3 , .241 , .286 , .294 , .580 , .270 , 51.9 , -0.77 , -0.98 
367,이성규,20삼1B, -0.91 , 98 , 245 , 216 , 25 , 39 , 7 , 1 , 10 , 78 , 30 , 3 , 1 , 18 , 5 , 0 , 64 , 7 , 4 , 2 , .181 , .257 , .361 , .618 , .274 , 50.7 , -0.91 , -1.73 
368,박계범,20삼SS, -0.91 , 80 , 175 , 164 , 21 , 32 , 7 , 0 , 3 , 48 , 16 , 3 , 2 , 7 , 0 , 0 , 42 , 3 , 3 , 1 , .195 , .227 , .293 , .519 , .233 , 26.1 , -0.91 , -0.90 
369,이성열,20한DH, -0.94 , 79 , 248 , 227 , 23 , 46 , 5 , 0 , 8 , 75 , 34 , 1 , 1 , 16 , 5 , 0 , 69 , 4 , 0 , 0 , .203 , .270 , .330 , .601 , .277 , 57.5 , -0.94 , -1.13 
370,김규성,20K2B, -1.00 , 103 , 182 , 157 , 21 , 28 , 2 , 1 , 3 , 41 , 11 , 2 , 1 , 13 , 1 , 0 , 40 , 1 , 11 , 0 , .178 , .246 , .261 , .507 , .226 , 21.6 , -1.00 , -1.85 
371,김태진,20NK3B, -1.02 , 82 , 280 , 263 , 28 , 62 , 5 , 1 , 1 , 72 , 23 , 7 , 4 , 13 , 1 , 0 , 45 , 2 , 2 , 1 , .236 , .273 , .274 , .547 , .258 , 42.4 , -1.02 , -0.57 
372,박찬호,20KSS, -1.14 , 141 , 530 , 479 , 63 , 106 , 16 , 0 , 3 , 131 , 36 , 15 , 8 , 36 , 0 , 0 , 87 , 14 , 12 , 3 , .221 , .274 , .273 , .548 , .254 , 40.2 , -1.14 , -1.96 
373,정보근,20롯C, -1.19 , 85 , 152 , 133 , 9 , 20 , 2 , 0 , 0 , 22 , 5 , 0 , 0 , 11 , 1 , 0 , 32 , 7 , 6 , 1 , .150 , .219 , .165 , .385 , .187 , -3.9 , -1.19 , -1.76 
