,순_투,G_타,타석_타,타수_타,득점_타,안타_타,2타_타,3타_타,홈런_타,루타_타,타점_타,도루_타,도실_타,볼넷_타,사구_타,고4_타,삼진_타,병살_타,희타_타,희비_타,타율_타,출루_타,장타_타,OPS_타,wOBA_타,wRC+_타,WAR*_타,WPA_타,순_타,출장_투,완투_투,완봉_투,선발_투,승_투,패_투,세_투,홀드_투,이닝_투,실점_투,자책_투,타자_투,안타_투,2타_투,3타_투,홈런_투,볼넷_투,고4_투,사구_투,삼진_투,보크_투,폭투_투,ERA_투,FIP_투,WHIP_투,ERA+_투,FIP+_투,WAR_투,WPA_투,순_수,출장_수,선발_수,이닝_수,기회_수,자살_수,보살_수,실책_수,수비율_수,RF9_수,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ_수,RAAwithADJ_수,WAAw/oADJ_수,WAAwithADJ_수,승,패,무,승률,홈_승률,방문_승률,vs_KIA_승률,vs_두산_승률,vs_롯데_승률,vs_NC_승률,vs_SSG_승률,vs_LG_승률,vs_키움_승률,vs_한화_승률,vs_삼성_승률,vs_KT_승률,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SSG,팀명_두산,팀명_롯데,팀명_삼성,팀명_키움,팀명_한화
0,1.0,1825.0,5833.0,5102.0,849.0,1499.0,270.0,20.0,178.0,2343.0,812.0,69.0,33.0,541.0,95.0,19.0,960.0,120.0,48.0,47.0,0.294,0.369,0.459,0.828,0.364,116.5,34.75,17.72,2.0,590.0,3.0,2.0,144.0,84.0,57.0,35.0,46.0,1288.0,678.0,627.0,5682.0,1405.0,234.0,31.0,125.0,464.0,11.0,87.0,956.0,4.0,54.0,4.38,4.77,1.45,109.9,101.2,21.48,-3.94,3.0,2126.0,1296.0,11592.0,5424.0,3864.0,1470.0,90.0,0.983,4.14,8.39,-0.69,-0.18,2.05,1.79,11.36,1.17,-0.35,11.01,1.065,1.065,84,57,3,0.596,0.5652173913043478,0.625,0.5333333333333333,0.5,0.5,0.6875,0.5,0.6,0.5,0.5625,0.8,0.6875,0,0,0,0,0,1,0,0,0,0
1,2.0,1933.0,5841.0,5142.0,906.0,1554.0,292.0,29.0,170.0,2414.0,868.0,76.0,34.0,499.0,89.0,19.0,891.0,118.0,55.0,56.0,0.302,0.37,0.469,0.84,0.367,113.1,31.23,20.61,3.0,582.0,5.0,2.0,144.0,87.0,56.0,33.0,46.0,1290.0,743.0,691.0,5748.0,1518.0,255.0,21.0,137.0,434.0,22.0,77.0,985.0,4.0,69.0,4.82,4.73,1.51,103.1,105.5,19.33,-5.01,4.0,2193.0,1296.0,11610.0,5463.0,3870.0,1495.0,98.0,0.982,4.16,-2.5,8.46,0.96,-0.07,0.22,7.08,0.73,-0.21,6.87,0.674,0.674,87,56,1,0.608,0.625,0.5915492957746479,0.5,0.4666666666666667,0.5625,0.5625,0.5625,0.625,0.625,0.6875,0.75,0.625,1,0,0,0,0,0,0,0,0,0
2,3.0,1987.0,5790.0,5079.0,786.0,1489.0,277.0,19.0,149.0,2251.0,739.0,93.0,32.0,471.0,130.0,19.0,979.0,119.0,62.0,48.0,0.293,0.365,0.443,0.808,0.356,106.6,26.42,12.44,7.0,620.0,1.0,0.0,144.0,79.0,62.0,32.0,51.0,1284.2,745.0,673.0,5640.0,1342.0,208.0,9.0,169.0,470.0,12.0,93.0,1097.0,3.0,93.0,4.71,5.02,1.41,105.3,99.6,16.45,-3.91,2.0,2244.0,1296.0,11562.0,5389.0,3854.0,1427.0,108.0,0.98,4.11,20.94,5.78,0.31,-0.94,-1.86,24.22,2.51,-0.34,23.89,2.233,2.233,79,62,3,0.56,0.6197183098591549,0.5,0.4375,0.3125,0.4375,0.5,0.5625,0.6875,0.75,0.6,0.5,0.75,0,0,0,1,0,0,0,0,0,0
3,4.0,1813.0,5712.0,5098.0,789.0,1479.0,267.0,30.0,141.0,2229.0,748.0,70.0,34.0,468.0,83.0,15.0,1066.0,129.0,21.0,42.0,0.29,0.357,0.437,0.794,0.353,103.0,23.49,10.04,5.0,554.0,2.0,1.0,144.0,69.0,73.0,40.0,66.0,1271.0,764.0,714.0,5663.0,1488.0,280.0,21.0,149.0,388.0,10.0,97.0,1005.0,3.0,56.0,5.06,4.8,1.48,98.4,102.1,18.48,-12.17,9.0,2029.0,1296.0,11439.0,5325.0,3813.0,1421.0,91.0,0.983,4.12,-21.43,-7.51,0.54,1.36,1.33,-25.71,-2.69,-0.21,-25.92,-2.349,-2.349,69,73,2,0.486,0.5571428571428572,0.4166666666666667,0.375,0.5,0.375,0.25,0.6,0.3333333333333333,0.5,0.625,0.6875,0.625,0,0,0,0,0,0,0,0,1,0
4,5.0,1772.0,5564.0,4925.0,761.0,1337.0,222.0,15.0,234.0,2291.0,733.0,53.0,42.0,427.0,113.0,20.0,1100.0,97.0,57.0,41.0,0.271,0.341,0.465,0.806,0.349,99.3,20.13,12.43,6.0,608.0,2.0,1.0,144.0,75.0,68.0,30.0,64.0,1270.2,767.0,710.0,5692.0,1443.0,271.0,17.0,154.0,481.0,35.0,105.0,940.0,7.0,61.0,5.03,5.13,1.51,100.1,98.6,17.22,-9.09,6.0,2107.0,1296.0,11436.0,5469.0,3811.0,1550.0,108.0,0.98,4.22,0.3,0.32,-0.22,1.03,-2.07,-0.65,-0.07,-0.22,-0.87,-0.052,-0.052,75,68,1,0.524,0.5833333333333334,0.4647887323943662,0.4375,0.5,0.4375,0.4375,0.5,0.5625,0.4,0.6875,0.6875,0.5625,0,0,0,0,1,0,0,0,0,0
5,6.0,1844.0,5671.0,4994.0,743.0,1425.0,250.0,17.0,151.0,2162.0,697.0,92.0,44.0,457.0,112.0,33.0,1018.0,146.0,76.0,32.0,0.285,0.356,0.433,0.789,0.347,98.1,19.89,12.54,1.0,623.0,1.0,0.0,144.0,80.0,62.0,39.0,59.0,1287.1,701.0,653.0,5634.0,1357.0,245.0,20.0,162.0,477.0,25.0,79.0,1096.0,7.0,67.0,4.57,4.91,1.43,110.4,102.6,25.17,-3.64,7.0,2126.0,1296.0,11586.0,5456.0,3862.0,1508.0,86.0,0.984,4.17,-3.27,1.21,-0.55,-0.69,2.58,-0.72,-0.07,-0.27,-0.99,-0.071,-0.071,80,62,2,0.563,0.6428571428571429,0.4861111111111111,0.4375,0.5,0.5,0.5625,0.5625,0.5333333333333333,0.625,0.6875,0.4666666666666667,0.6875,0,0,0,0,0,0,1,0,0,0
6,7.0,1787.0,5665.0,5030.0,737.0,1445.0,261.0,16.0,150.0,2188.0,684.0,64.0,44.0,416.0,94.0,15.0,974.0,112.0,85.0,38.0,0.287,0.351,0.435,0.786,0.344,96.8,17.46,8.18,8.0,634.0,1.0,0.0,144.0,61.0,81.0,31.0,49.0,1273.0,820.0,749.0,5698.0,1474.0,278.0,16.0,166.0,446.0,13.0,100.0,914.0,4.0,77.0,5.3,5.25,1.51,95.0,96.4,13.7,-18.16,8.0,2126.0,1296.0,11457.0,5410.0,3819.0,1500.0,91.0,0.983,4.18,-7.21,-8.37,-0.09,-0.95,1.36,-15.26,-1.59,-0.41,-15.67,-1.392,-1.392,61,81,2,0.43,0.4225352112676056,0.43661971830985913,0.3125,0.4375,0.3125,0.4,0.3125,0.5625,0.375,0.5,0.4,0.75,0,0,0,0,0,0,0,0,0,1
7,8.0,1786.0,5707.0,5095.0,757.0,1419.0,255.0,36.0,145.0,2181.0,703.0,98.0,37.0,429.0,70.0,17.0,983.0,97.0,58.0,55.0,0.279,0.34,0.428,0.768,0.337,92.7,16.82,5.87,10.0,613.0,1.0,0.0,144.0,55.0,84.0,27.0,34.0,1281.1,911.0,840.0,5916.0,1541.0,281.0,28.0,187.0,548.0,15.0,118.0,1063.0,4.0,74.0,5.9,5.5,1.63,86.0,91.7,6.78,-20.24,5.0,2086.0,1296.0,11532.0,5391.0,3844.0,1452.0,95.0,0.982,4.13,1.57,4.06,-0.33,-0.64,0.69,5.34,0.55,-0.47,4.87,0.523,0.523,55,84,5,0.396,0.4,0.391304347826087,0.25,0.2,0.5333333333333333,0.5,0.3125,0.375,0.3125,0.6,0.5,0.5,0,0,0,0,0,0,0,1,0,0
8,9.0,1896.0,5614.0,4944.0,699.0,1390.0,216.0,20.0,110.0,1976.0,664.0,77.0,56.0,438.0,101.0,17.0,1021.0,123.0,76.0,55.0,0.281,0.348,0.4,0.748,0.333,93.0,15.86,3.6,4.0,619.0,4.0,1.0,144.0,69.0,72.0,32.0,66.0,1279.0,677.0,614.0,5507.0,1305.0,249.0,29.0,124.0,379.0,31.0,102.0,1040.0,3.0,81.0,4.32,4.43,1.32,112.0,109.1,19.16,-5.25,1.0,2203.0,1296.0,11511.0,5375.0,3837.0,1435.0,103.0,0.981,4.12,39.24,0.0,-0.35,-0.38,-0.95,37.57,3.91,-0.02,37.55,3.503,3.503,69,72,3,0.489,0.5277777777777778,0.4492753623188406,0.375,0.4,0.4666666666666667,0.3125,0.4375,0.5,0.6666666666666666,0.4375,0.625,0.6875,0,0,1,0,0,0,0,0,0,0
9,10.0,1864.0,5484.0,4936.0,655.0,1360.0,274.0,17.0,119.0,2025.0,625.0,86.0,51.0,374.0,66.0,11.0,1017.0,118.0,62.0,45.0,0.276,0.332,0.41,0.742,0.328,84.3,9.68,-2.29,9.0,588.0,4.0,2.0,144.0,50.0,94.0,22.0,41.0,1256.0,876.0,806.0,5702.0,1524.0,283.0,27.0,174.0,433.0,11.0,95.0,913.0,6.0,77.0,5.78,5.32,1.56,87.8,93.8,13.18,-19.75,10.0,2102.0,1296.0,11304.0,5336.0,3768.0,1456.0,112.0,0.979,4.16,-35.67,-5.26,-2.7,-0.77,-3.1,-47.5,-5.03,-0.07,-47.57,-4.38,-4.38,50,94,0,0.347,0.375,0.3194444444444444,0.375,0.3125,0.3125,0.25,0.4375,0.3125,0.375,0.25,0.5,0.5,0,1,0,0,0,0,0,0,0,0
10,1.0,1837.0,5870.0,5176.0,944.0,1601.0,284.0,30.0,191.0,2518.0,898.0,96.0,23.0,496.0,92.0,16.0,1016.0,112.0,43.0,63.0,0.309,0.376,0.486,0.862,0.372,119.8,37.57,26.13,3.0,615.0,1.0,0.0,144.0,93.0,51.0,41.0,56.0,1288.2,756.0,716.0,5700.0,1401.0,266.0,16.0,154.0,476.0,17.0,109.0,1025.0,2.0,72.0,5.0,5.12,1.46,101.1,98.4,19.58,-5.12,4.0,2196.0,1296.0,11598.0,5343.0,3865.0,1401.0,77.0,0.986,4.09,6.79,-4.72,1.7,0.34,4.67,8.79,0.91,0.03,8.81,0.804,0.804,93,51,0,0.646,0.7083333333333334,0.5833333333333334,0.5,0.5,0.8125,0.75,0.5,0.9375,0.5,0.5,0.75,0.5625,0,0,0,0,0,1,0,0,0,0
11,2.0,1918.0,5744.0,5036.0,865.0,1487.0,258.0,22.0,170.0,2299.0,823.0,88.0,37.0,503.0,99.0,27.0,905.0,135.0,56.0,50.0,0.295,0.367,0.457,0.824,0.357,107.2,26.96,17.18,7.0,575.0,4.0,0.0,144.0,70.0,74.0,26.0,43.0,1270.2,826.0,766.0,5708.0,1511.0,271.0,17.0,181.0,445.0,28.0,69.0,1017.0,3.0,65.0,5.43,5.23,1.54,94.6,98.6,16.61,-19.08,10.0,2183.0,1296.0,11436.0,5276.0,3812.0,1370.0,94.0,0.982,4.08,-23.96,-8.25,-1.94,0.04,0.99,-33.13,-3.47,-0.2,-33.33,-2.909,-2.909,70,74,0,0.486,0.5972222222222222,0.375,0.5,0.5,0.375,0.4375,0.6875,0.4375,0.5625,0.4375,0.375,0.5625,1,0,0,0,0,0,0,0,0,0
12,3.0,1910.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,203.0,2416.0,792.0,68.0,32.0,471.0,81.0,22.0,1157.0,124.0,45.0,37.0,0.289,0.356,0.471,0.827,0.356,103.9,24.47,13.11,8.0,686.0,0.0,0.0,144.0,68.0,74.0,29.0,64.0,1283.2,846.0,771.0,5788.0,1410.0,295.0,26.0,166.0,548.0,23.0,73.0,1164.0,7.0,65.0,5.41,5.1,1.53,96.5,102.6,16.03,-16.1,9.0,2194.0,1296.0,11553.0,5396.0,3851.0,1428.0,117.0,0.978,4.11,-11.8,-7.06,-0.6,-0.5,-3.41,-23.37,-2.42,-0.51,-23.88,-2.055,-2.055,68,74,2,0.479,0.4722222222222222,0.4857142857142857,0.625,0.1875,0.5,0.5625,0.5625,0.4666666666666667,0.5625,0.375,0.25,0.7333333333333333,0,0,0,0,0,0,1,0,0,0
13,4.0,1773.0,5682.0,4992.0,829.0,1403.0,234.0,13.0,233.0,2362.0,791.0,108.0,39.0,483.0,119.0,6.0,1079.0,103.0,54.0,34.0,0.281,0.356,0.473,0.829,0.357,103.8,23.89,16.93,1.0,634.0,0.0,0.0,144.0,78.0,65.0,29.0,63.0,1274.2,729.0,664.0,5563.0,1353.0,232.0,17.0,189.0,425.0,15.0,74.0,1130.0,2.0,62.0,4.69,5.13,1.4,112.1,103.4,21.96,-10.28,2.0,2137.0,1296.0,11472.0,5372.0,3824.0,1432.0,116.0,0.978,4.12,21.36,-0.43,-1.39,1.53,-3.35,17.72,1.85,-0.12,17.6,1.581,1.581,78,65,1,0.545,0.5833333333333334,0.5070422535211268,0.3125,0.5,0.4375,0.6875,0.5,0.625,0.4375,0.6875,0.5333333333333333,0.6875,0,0,0,0,1,0,0,0,0,0
14,5.0,1757.0,5780.0,5141.0,825.0,1481.0,288.0,19.0,165.0,2302.0,787.0,101.0,33.0,472.0,85.0,25.0,1208.0,93.0,32.0,50.0,0.288,0.355,0.448,0.802,0.349,101.3,23.6,15.7,5.0,591.0,4.0,1.0,144.0,75.0,69.0,32.0,72.0,1282.0,780.0,723.0,5646.0,1442.0,252.0,18.0,178.0,416.0,13.0,98.0,1021.0,4.0,59.0,5.08,5.22,1.45,101.5,97.8,18.24,-12.66,6.0,2027.0,1296.0,11538.0,5456.0,3846.0,1504.0,106.0,0.981,4.17,5.07,-2.55,1.64,1.1,-1.24,4.02,0.42,-0.48,3.55,0.362,0.362,75,69,0,0.521,0.5138888888888888,0.5277777777777778,0.4375,0.5,0.4375,0.5625,0.5625,0.3125,0.5,0.5,0.6875,0.6875,0,0,0,0,0,0,0,0,1,0
15,6.0,1789.0,5665.0,5070.0,788.0,1487.0,299.0,12.0,148.0,2254.0,740.0,71.0,38.0,418.0,75.0,14.0,1001.0,125.0,51.0,51.0,0.293,0.353,0.445,0.797,0.347,102.5,23.14,14.02,9.0,601.0,3.0,2.0,144.0,68.0,75.0,29.0,43.0,1268.2,816.0,750.0,5677.0,1434.0,266.0,19.0,159.0,453.0,13.0,89.0,1058.0,4.0,72.0,5.32,5.05,1.49,94.8,99.2,13.21,-17.54,7.0,2092.0,1296.0,11418.0,5309.0,3806.0,1403.0,100.0,0.981,4.11,3.74,-5.0,-1.42,-0.16,-0.24,-3.09,-0.32,-0.22,-3.31,-0.262,-0.262,68,75,1,0.476,0.5492957746478874,0.4027777777777778,0.5625,0.0625,0.5333333333333333,0.5,0.375,0.5,0.6875,0.4375,0.5625,0.5625,0,0,1,0,0,0,0,0,0,0
16,7.0,1717.0,5766.0,5109.0,776.0,1471.0,241.0,29.0,146.0,2208.0,732.0,116.0,52.0,468.0,87.0,14.0,1034.0,115.0,57.0,45.0,0.288,0.355,0.432,0.787,0.344,96.6,19.89,8.89,4.0,618.0,0.0,0.0,144.0,68.0,72.0,33.0,56.0,1285.1,802.0,745.0,5740.0,1477.0,291.0,18.0,185.0,441.0,10.0,107.0,1114.0,5.0,45.0,5.22,5.23,1.49,101.7,100.5,18.26,-10.91,5.0,2048.0,1296.0,11568.0,5270.0,3856.0,1335.0,79.0,0.985,4.04,-4.04,7.05,-1.72,2.71,4.22,8.21,0.85,-0.4,7.82,0.747,0.747,68,72,4,0.486,0.4782608695652174,0.49295774647887325,0.625,0.25,0.75,0.6,0.4666666666666667,0.4375,0.3125,0.4375,0.5,0.5,0,0,0,0,0,0,0,1,0,0
17,8.0,1822.0,5605.0,5026.0,757.0,1382.0,264.0,13.0,206.0,2290.0,721.0,80.0,57.0,464.0,46.0,14.0,1109.0,103.0,43.0,26.0,0.275,0.34,0.456,0.796,0.343,94.2,15.12,8.54,6.0,631.0,4.0,1.0,144.0,59.0,82.0,24.0,45.0,1274.1,834.0,760.0,5743.0,1580.0,272.0,23.0,194.0,409.0,25.0,84.0,1025.0,1.0,63.0,5.37,5.31,1.56,98.7,97.9,16.76,-20.35,8.0,2132.0,1296.0,11469.0,5422.0,3823.0,1500.0,99.0,0.982,4.18,-23.99,4.66,-1.9,-0.81,0.04,-21.99,-2.3,-0.16,-22.16,-1.946,-1.946,59,82,3,0.418,0.44285714285714284,0.39436619718309857,0.4375,0.4375,0.26666666666666666,0.6875,0.3125,0.4375,0.3125,0.375,0.5,0.5,0,1,0,0,0,0,0,0,0,0
18,9.0,1764.0,5539.0,4972.0,729.0,1369.0,249.0,14.0,151.0,2099.0,668.0,118.0,64.0,420.0,88.0,17.0,1098.0,113.0,31.0,28.0,0.275,0.341,0.422,0.763,0.335,89.1,12.22,10.47,2.0,685.0,0.0,0.0,144.0,77.0,67.0,37.0,62.0,1274.0,761.0,701.0,5637.0,1394.0,246.0,13.0,164.0,472.0,9.0,89.0,1124.0,7.0,78.0,4.95,5.04,1.47,107.0,105.9,19.87,-5.47,1.0,2191.0,1296.0,11466.0,5315.0,3822.0,1394.0,99.0,0.981,4.09,13.15,7.56,0.12,-1.0,0.04,19.86,2.07,-0.18,19.68,1.805,1.805,77,67,0,0.535,0.5972222222222222,0.4722222222222222,0.5625,0.5,0.625,0.5625,0.3125,0.5625,0.5,0.5,0.5625,0.625,0,0,0,0,0,0,0,0,0,1
19,10.0,1938.0,5488.0,4895.0,660.0,1280.0,233.0,18.0,143.0,1978.0,629.0,82.0,35.0,427.0,88.0,15.0,1081.0,115.0,35.0,43.0,0.261,0.329,0.404,0.733,0.322,83.6,9.66,6.03,10.0,622.0,1.0,0.0,144.0,58.0,85.0,24.0,51.0,1264.0,844.0,773.0,5701.0,1443.0,248.0,20.0,186.0,537.0,17.0,68.0,1010.0,6.0,92.0,5.5,5.54,1.57,94.3,94.9,11.15,-19.46,3.0,2163.0,1296.0,11376.0,5297.0,3792.0,1398.0,107.0,0.98,4.11,12.02,7.84,1.2,-3.25,-1.72,16.1,1.69,-0.23,15.88,1.469,1.469,58,85,1,0.406,0.4583333333333333,0.352112676056338,0.5625,0.25,0.4375,0.5,0.3125,0.5,0.4375,0.4375,0.4,0.3125,0,0,0,1,0,0,0,0,0,0
20,1.0,1637.0,5658.0,4991.0,780.0,1405.0,252.0,37.0,112.0,2067.0,741.0,110.0,33.0,514.0,69.0,13.0,943.0,122.0,36.0,48.0,0.282,0.354,0.414,0.768,0.352,114.2,32.83,9.03,3.0,611.0,2.0,2.0,144.0,86.0,57.0,39.0,90.0,1279.0,572.0,512.0,5427.0,1293.0,244.0,24.0,61.0,371.0,3.0,58.0,984.0,6.0,45.0,3.6,3.48,1.3,114.6,118.6,22.07,5.42,5.0,2024.0,1296.0,11511.0,5444.0,3837.0,1508.0,99.0,0.982,4.18,-2.98,6.83,0.52,1.78,0.14,6.28,0.65,-0.25,6.03,0.726,0.732,86,57,1,0.601,0.6338028169014085,0.5694444444444444,0.6666666666666666,0.5625,0.8125,0.625,0.5,0.5625,0.5,0.5,0.625,0.5625,0,0,0,0,0,0,0,0,1,0
21,2.0,1738.0,5669.0,4912.0,736.0,1364.0,235.0,31.0,84.0,1913.0,692.0,102.0,38.0,562.0,73.0,16.0,799.0,117.0,39.0,83.0,0.278,0.355,0.389,0.745,0.344,109.9,28.28,6.12,2.0,621.0,3.0,0.0,144.0,88.0,55.0,44.0,69.0,1283.2,550.0,501.0,5434.0,1259.0,231.0,22.0,78.0,380.0,22.0,70.0,860.0,5.0,49.0,3.51,3.85,1.28,116.4,105.9,23.46,10.43,4.0,2109.0,1296.0,11553.0,5363.0,3852.0,1428.0,83.0,0.985,4.11,23.12,-5.51,-1.79,0.4,3.41,19.64,2.03,-0.31,19.33,2.031,2.031,88,55,1,0.615,0.6527777777777778,0.5774647887323944,0.8125,0.5,0.6875,0.5333333333333333,0.5625,0.625,0.4375,0.625,0.8125,0.4375,0,0,0,0,0,1,0,0,0,0
